feature
off_opp_run_middle_explosive_rate_garbage_leading_ewma_average_rank
off_target_run_left_guard_yards_per_attempt_competitive_cumulative_average_rank
target_madden_edge_right_ovr_diff_prev_season
opp_madden_tight_end_ovr_diff_4g
off_target_down2_long_success_rate_pass_competitive_cumulative_average_rank
opp_madden_exterior_ol_ovr_diff_prev
def_target_down2_med_success_rate_pass_garbage_leading_ewma_average_rank
target_madden_c_ovr_diff_prev_season
target_madden_tight_end_ovr_diff_4g
def_target_shotgun_rate_garbage_leading_rolling_average_rank
opp_madden_wr1_ovr
target_madden_c_ovr_diff_4g
opp_madden_edge_right_ovr
off_opp_down3_short_conversion_rate_pass_competitive_ewma_average_rank
target_madden_receivers_ovr
off_target_down2_long_success_rate_pass_garbage_trailing_rolling_average_rank
opp_madden_edge_right_ovr_diff_4g
target_madden_linebacker_ovr_diff_prev_season
target_madden_edge_right_ovr
target_madden_qb_ovr_diff_prev_season
opp_madden_edge_left_ovr_diff_4g
target_madden_cornerback_ovr_diff_4g
target_madden_edge_left_ovr_diff_4g
target_madden_tight_end_ovr_diff_prev
opp_madden_backfield_ovr
opp_madden_lt_ovr_diff_prev_season
target_madden_lt_ovr_diff_prev
opp_madden_rt_ovr_diff_prev
target_madden_rg_ovr_diff_4g
target_madden_te_ovr
opp_madden_edge_right_ovr_diff_prev
target_madden_backfield_ovr_diff_prev
def_target_run_middle_yards_per_attempt_competitive_cumulative_average_rank
off_opp_pass_short_middle_explosive_rate_competitive_rolling_average_rank_change
opp_madden_cornerback_ovr_diff_prev
target_madden_wr1_ovr
target_madden_edge_ovr_diff_prev_season
opp_madden_safety_ovr_diff_4g
opp_madden_linebacker_ovr_diff_prev
off_opp_down3_long_conversion_rate_pass_competitive_rolling_average_rank
