feature
is_home_target
target_madden_qb_ovr
off_opp_passing_epa_cumulative_average_rank
opp_def_cumulative_avg_points_allowed_rank
off_opp_success_rate_competitive_rolling_average_rank
def_target_run_right_end_explosive_rate_garbage_trailing_cumulative_average_rank
def_opp_snap_share_garbage_leading_cumulative_average_rank
opp_off_cumulative_avg_score_rank
def_target_snap_share_garbage_leading_cumulative_average_rank
off_target_success_rate_competitive_ewma_average_rank
target_off_cumulative_avg_score_rank
off_opp_success_rate_competitive_cumulative_average_rank
off_opp_success_rate_competitive_ewma_average_rank
opp_madden_qb_ovr
target_def_cumulative_avg_points_allowed_rank
target_madden_exterior_ol_ovr
off_target_sack_yards_rolling_average_rank
off_target_success_rate_competitive_cumulative_average_rank
target_madden_wr3_ovr
def_target_run_left_end_yards_per_attempt_garbage_trailing_rolling_average_rank
off_opp_snap_share_garbage_leading_cumulative_average_rank
target_madden_edge_ovr
off_target_pass_success_rate_competitive_rolling_average_rank
def_opp_run_left_end_yards_per_attempt_garbage_trailing_rolling_average_rank
def_target_rushing_first_downs_rolling_average_rank
def_opp_run_right_end_yards_per_attempt_garbage_trailing_ewma_average_rank
off_target_early_down_success_rate_competitive_ewma_average_rank
madden_matchup_skill_cover
off_target_epa_per_play_garbage_leading_ewma_average_rank
def_target_rushing_yards_cumulative_average_rank
target_madden_interior_ol_ovr
def_opp_carries_cumulative_average_rank
off_opp_epa_per_play_garbage_trailing_rolling_average_rank
def_opp_snap_share_garbage_leading_ewma_average_rank
def_opp_fumble_lost_rate_garbage_trailing_cumulative_average_rank
def_opp_run_right_end_explosive_rate_garbage_trailing_ewma_average_rank
off_opp_early_down_success_rate_competitive_cumulative_average_rank
opp_madden_interior_ol_ovr
opp_madden_edge_ovr
opp_madden_wr3_ovr
def_opp_down2_long_success_rate_pass_garbage_trailing_cumulative_average_rank
off_target_snap_share_garbage_leading_cumulative_average_rank
off_opp_qb_hit_rate_competitive_cumulative_average_rank
opp_madden_te_ovr
target_madden_interior_ol_ovr_diff_prev_season
def_opp_down1_success_rate_pass_garbage_leading_rolling_average_rank
off_target_down2_med_success_rate_pass_garbage_trailing_ewma_average_rank
def_opp_run_middle_explosive_rate_competitive_cumulative_average_rank
def_opp_down2_short_success_rate_run_garbage_trailing_cumulative_average_rank
def_opp_down3_short_pass_rate_garbage_leading_ewma_average_rank
opp_madden_rb_ovr_diff_prev_season
opp_madden_wr3_ovr_diff_prev_season
madden_matchup_pass_rush
off_target_sack_yards_cumulative_average_rank
off_target_run_left_tackle_yards_per_attempt_garbage_leading_rolling_average_rank
off_target_interceptions_cumulative_average_rank
opp_madden_tight_end_ovr_diff_prev
off_target_down2_long_success_rate_run_competitive_cumulative_average_rank
opp_madden_exterior_ol_ovr
def_target_run_right_end_yards_per_attempt_garbage_trailing_ewma_average_rank
target_madden_backfield_ovr_diff_prev_season
off_target_down3_short_conversion_rate_pass_competitive_ewma_average_rank
def_opp_stuff_rate_garbage_trailing_rolling_average_rank
opp_madden_qb_ovr_diff_prev_season
opp_madden_linebacker_ovr
def_target_snap_share_garbage_leading_ewma_average_rank
target_madden_wr3_ovr_diff_prev_season
opp_madden_edge_right_ovr_diff_prev_season
target_madden_tight_end_ovr
off_target_proe_competitive_ewma_average_rank
target_madden_safety_ovr
def_target_down3_long_conversion_rate_run_garbage_trailing_ewma_average_rank
off_target_pass_short_left_yards_per_attempt_competitive_cumulative_average_rank
off_opp_down3_long_conversion_rate_pass_garbage_trailing_cumulative_average_rank
opp_madden_receivers_ovr
def_opp_down3_long_conversion_rate_pass_competitive_ewma_average_rank_change
def_opp_pass_short_right_explosive_rate_competitive_cumulative_average_rank
opp_madden_rb_ovr
opp_madden_linebacker_ovr_diff_4g
target_madden_rb_ovr_diff_prev_season
opp_madden_lt_ovr_diff_4g
opp_madden_cornerback_ovr
madden_matchup_pass_pro
def_target_passing_tds_cumulative_average_rank
off_opp_down2_med_success_rate_pass_competitive_cumulative_average_rank
off_opp_down2_long_success_rate_run_garbage_trailing_ewma_average_rank
off_opp_down2_long_pass_rate_garbage_trailing_cumulative_average_rank
target_madden_safety_ovr_diff_prev
target_madden_exterior_ol_ovr_diff_prev_season
off_opp_third_down_conversion_rate_garbage_trailing_rolling_average_rank
target_madden_linebacker_ovr_diff_4g
opp_madden_interior_dl_ovr_diff_prev
def_opp_receiving_fumbles_ewma_average_rank
opp_madden_safety_ovr
def_target_rushing_tds_rolling_average_rank
opp_madden_exterior_ol_ovr_diff_prev_season
target_madden_safety_ovr_diff_4g
opp_madden_interior_ol_ovr_diff_prev_season
target_madden_lt_ovr
target_madden_rb_ovr
off_target_down3_short_conversion_rate_run_competitive_cumulative_average_rank
target_madden_linebacker_ovr_diff_prev
target_madden_backfield_ovr
target_madden_cornerback_ovr
