,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328
329,season,week,div_game,target_days_since_previous_game,target_off_cumulative_avg_score_rank,target_off_cumulative_avg_score_rank_change,opp_days_since_previous_game,opp_off_cumulative_avg_score_rank,opp_off_cumulative_avg_score_rank_change,target_def_cumulative_avg_points_allowed_rank,target_def_cumulative_avg_points_allowed_rank_change,opp_def_cumulative_avg_points_allowed_rank,opp_def_cumulative_avg_points_allowed_rank_change,indoor,target_game_count,opp_game_count,off_target_completions,off_target_attempts,off_target_passing_yards,off_target_passing_tds,off_target_interceptions,off_target_sacks,off_target_sack_yards,off_target_sack_fumbles,off_target_sack_fumbles_lost,off_target_passing_air_yards,off_target_passing_yards_after_catch,off_target_passing_first_downs,off_target_passing_epa,off_target_pacr,off_target_carries,off_target_rushing_yards,off_target_rushing_tds,off_target_rushing_fumbles,off_target_rushing_fumbles_lost,off_target_rushing_first_downs,off_target_rushing_epa,off_target_receiving_fumbles,off_target_receiving_fumbles_lost,off_target_racr,off_target_wopr,off_target_special_teams_tds,def_opp_completions,def_opp_attempts,def_opp_passing_yards,def_opp_passing_tds,def_opp_interceptions,def_opp_sacks,def_opp_sack_yards,def_opp_sack_fumbles,def_opp_sack_fumbles_lost,def_opp_passing_air_yards,def_opp_passing_yards_after_catch,def_opp_passing_first_downs,def_opp_passing_epa,def_opp_pacr,def_opp_carries,def_opp_rushing_yards,def_opp_rushing_tds,def_opp_rushing_fumbles,def_opp_rushing_fumbles_lost,def_opp_rushing_first_downs,def_opp_rushing_epa,def_opp_receiving_fumbles,def_opp_receiving_fumbles_lost,def_opp_racr,def_opp_wopr,def_opp_special_teams_tds,off_target_completions_cumulative_average_rank,off_target_attempts_cumulative_average_rank,off_target_passing_yards_cumulative_average_rank,off_target_passing_tds_cumulative_average_rank,off_target_interceptions_cumulative_average_rank,off_target_sacks_cumulative_average_rank,off_target_sack_yards_cumulative_average_rank,off_target_sack_fumbles_cumulative_average_rank,off_target_sack_fumbles_lost_cumulative_average_rank,off_target_passing_air_yards_cumulative_average_rank,off_target_passing_yards_after_catch_cumulative_average_rank,off_target_passing_first_downs_cumulative_average_rank,off_target_passing_epa_cumulative_average_rank,off_target_pacr_cumulative_average_rank,off_target_carries_cumulative_average_rank,off_target_rushing_yards_cumulative_average_rank,off_target_rushing_tds_cumulative_average_rank,off_target_rushing_fumbles_cumulative_average_rank,off_target_rushing_fumbles_lost_cumulative_average_rank,off_target_rushing_first_downs_cumulative_average_rank,off_target_rushing_epa_cumulative_average_rank,off_target_receiving_fumbles_cumulative_average_rank,off_target_receiving_fumbles_lost_cumulative_average_rank,off_target_racr_cumulative_average_rank,off_target_wopr_cumulative_average_rank,off_target_special_teams_tds_cumulative_average_rank,def_opp_completions_cumulative_average_rank,def_opp_attempts_cumulative_average_rank,def_opp_passing_yards_cumulative_average_rank,def_opp_passing_tds_cumulative_average_rank,def_opp_interceptions_cumulative_average_rank,def_opp_sacks_cumulative_average_rank,def_opp_sack_yards_cumulative_average_rank,def_opp_sack_fumbles_cumulative_average_rank,def_opp_sack_fumbles_lost_cumulative_average_rank,def_opp_passing_air_yards_cumulative_average_rank,def_opp_passing_yards_after_catch_cumulative_average_rank,def_opp_passing_first_downs_cumulative_average_rank,def_opp_passing_epa_cumulative_average_rank,def_opp_pacr_cumulative_average_rank,def_opp_carries_cumulative_average_rank,def_opp_rushing_yards_cumulative_average_rank,def_opp_rushing_tds_cumulative_average_rank,def_opp_rushing_fumbles_cumulative_average_rank,def_opp_rushing_fumbles_lost_cumulative_average_rank,def_opp_rushing_first_downs_cumulative_average_rank,def_opp_rushing_epa_cumulative_average_rank,def_opp_receiving_fumbles_cumulative_average_rank,def_opp_receiving_fumbles_lost_cumulative_average_rank,def_opp_racr_cumulative_average_rank,def_opp_wopr_cumulative_average_rank,def_opp_special_teams_tds_cumulative_average_rank,off_target_completions_cumulative_average_rank_change,off_target_attempts_cumulative_average_rank_change,off_target_passing_yards_cumulative_average_rank_change,off_target_passing_tds_cumulative_average_rank_change,off_target_interceptions_cumulative_average_rank_change,off_target_sacks_cumulative_average_rank_change,off_target_sack_yards_cumulative_average_rank_change,off_target_sack_fumbles_cumulative_average_rank_change,off_target_sack_fumbles_lost_cumulative_average_rank_change,off_target_passing_air_yards_cumulative_average_rank_change,off_target_passing_yards_after_catch_cumulative_average_rank_change,off_target_passing_first_downs_cumulative_average_rank_change,off_target_passing_epa_cumulative_average_rank_change,off_target_pacr_cumulative_average_rank_change,off_target_carries_cumulative_average_rank_change,off_target_rushing_yards_cumulative_average_rank_change,off_target_rushing_tds_cumulative_average_rank_change,off_target_rushing_fumbles_cumulative_average_rank_change,off_target_rushing_fumbles_lost_cumulative_average_rank_change,off_target_rushing_first_downs_cumulative_average_rank_change,off_target_rushing_epa_cumulative_average_rank_change,off_target_receiving_fumbles_cumulative_average_rank_change,off_target_receiving_fumbles_lost_cumulative_average_rank_change,off_target_racr_cumulative_average_rank_change,off_target_wopr_cumulative_average_rank_change,off_target_special_teams_tds_cumulative_average_rank_change,def_opp_completions_cumulative_average_rank_change,def_opp_attempts_cumulative_average_rank_change,def_opp_passing_yards_cumulative_average_rank_change,def_opp_passing_tds_cumulative_average_rank_change,def_opp_interceptions_cumulative_average_rank_change,def_opp_sacks_cumulative_average_rank_change,def_opp_sack_yards_cumulative_average_rank_change,def_opp_sack_fumbles_cumulative_average_rank_change,def_opp_sack_fumbles_lost_cumulative_average_rank_change,def_opp_passing_air_yards_cumulative_average_rank_change,def_opp_passing_yards_after_catch_cumulative_average_rank_change,def_opp_passing_first_downs_cumulative_average_rank_change,def_opp_passing_epa_cumulative_average_rank_change,def_opp_pacr_cumulative_average_rank_change,def_opp_carries_cumulative_average_rank_change,def_opp_rushing_yards_cumulative_average_rank_change,def_opp_rushing_tds_cumulative_average_rank_change,def_opp_rushing_fumbles_cumulative_average_rank_change,def_opp_rushing_fumbles_lost_cumulative_average_rank_change,def_opp_rushing_first_downs_cumulative_average_rank_change,def_opp_rushing_epa_cumulative_average_rank_change,def_opp_receiving_fumbles_cumulative_average_rank_change,def_opp_receiving_fumbles_lost_cumulative_average_rank_change,def_opp_racr_cumulative_average_rank_change,def_opp_wopr_cumulative_average_rank_change,def_opp_special_teams_tds_cumulative_average_rank_change,off_opp_completions,off_opp_attempts,off_opp_passing_yards,off_opp_passing_tds,off_opp_interceptions,off_opp_sacks,off_opp_sack_yards,off_opp_sack_fumbles,off_opp_sack_fumbles_lost,off_opp_passing_air_yards,off_opp_passing_yards_after_catch,off_opp_passing_first_downs,off_opp_passing_epa,off_opp_pacr,off_opp_carries,off_opp_rushing_yards,off_opp_rushing_tds,off_opp_rushing_fumbles,off_opp_rushing_fumbles_lost,off_opp_rushing_first_downs,off_opp_rushing_epa,off_opp_receiving_fumbles,off_opp_receiving_fumbles_lost,off_opp_racr,off_opp_wopr,off_opp_special_teams_tds,def_target_completions,def_target_attempts,def_target_passing_yards,def_target_passing_tds,def_target_interceptions,def_target_sacks,def_target_sack_yards,def_target_sack_fumbles,def_target_sack_fumbles_lost,def_target_passing_air_yards,def_target_passing_yards_after_catch,def_target_passing_first_downs,def_target_passing_epa,def_target_pacr,def_target_carries,def_target_rushing_yards,def_target_rushing_tds,def_target_rushing_fumbles,def_target_rushing_fumbles_lost,def_target_rushing_first_downs,def_target_rushing_epa,def_target_receiving_fumbles,def_target_receiving_fumbles_lost,def_target_racr,def_target_wopr,def_target_special_teams_tds,off_opp_completions_cumulative_average_rank,off_opp_attempts_cumulative_average_rank,off_opp_passing_yards_cumulative_average_rank,off_opp_passing_tds_cumulative_average_rank,off_opp_interceptions_cumulative_average_rank,off_opp_sacks_cumulative_average_rank,off_opp_sack_yards_cumulative_average_rank,off_opp_sack_fumbles_cumulative_average_rank,off_opp_sack_fumbles_lost_cumulative_average_rank,off_opp_passing_air_yards_cumulative_average_rank,off_opp_passing_yards_after_catch_cumulative_average_rank,off_opp_passing_first_downs_cumulative_average_rank,off_opp_passing_epa_cumulative_average_rank,off_opp_pacr_cumulative_average_rank,off_opp_carries_cumulative_average_rank,off_opp_rushing_yards_cumulative_average_rank,off_opp_rushing_tds_cumulative_average_rank,off_opp_rushing_fumbles_cumulative_average_rank,off_opp_rushing_fumbles_lost_cumulative_average_rank,off_opp_rushing_first_downs_cumulative_average_rank,off_opp_rushing_epa_cumulative_average_rank,off_opp_receiving_fumbles_cumulative_average_rank,off_opp_receiving_fumbles_lost_cumulative_average_rank,off_opp_racr_cumulative_average_rank,off_opp_wopr_cumulative_average_rank,off_opp_special_teams_tds_cumulative_average_rank,def_target_completions_cumulative_average_rank,def_target_attempts_cumulative_average_rank,def_target_passing_yards_cumulative_average_rank,def_target_passing_tds_cumulative_average_rank,def_target_interceptions_cumulative_average_rank,def_target_sacks_cumulative_average_rank,def_target_sack_yards_cumulative_average_rank,def_target_sack_fumbles_cumulative_average_rank,def_target_sack_fumbles_lost_cumulative_average_rank,def_target_passing_air_yards_cumulative_average_rank,def_target_passing_yards_after_catch_cumulative_average_rank,def_target_passing_first_downs_cumulative_average_rank,def_target_passing_epa_cumulative_average_rank,def_target_pacr_cumulative_average_rank,def_target_carries_cumulative_average_rank,def_target_rushing_yards_cumulative_average_rank,def_target_rushing_tds_cumulative_average_rank,def_target_rushing_fumbles_cumulative_average_rank,def_target_rushing_fumbles_lost_cumulative_average_rank,def_target_rushing_first_downs_cumulative_average_rank,def_target_rushing_epa_cumulative_average_rank,def_target_receiving_fumbles_cumulative_average_rank,def_target_receiving_fumbles_lost_cumulative_average_rank,def_target_racr_cumulative_average_rank,def_target_wopr_cumulative_average_rank,def_target_special_teams_tds_cumulative_average_rank,off_opp_completions_cumulative_average_rank_change,off_opp_attempts_cumulative_average_rank_change,off_opp_passing_yards_cumulative_average_rank_change,off_opp_passing_tds_cumulative_average_rank_change,off_opp_interceptions_cumulative_average_rank_change,off_opp_sacks_cumulative_average_rank_change,off_opp_sack_yards_cumulative_average_rank_change,off_opp_sack_fumbles_cumulative_average_rank_change,off_opp_sack_fumbles_lost_cumulative_average_rank_change,off_opp_passing_air_yards_cumulative_average_rank_change,off_opp_passing_yards_after_catch_cumulative_average_rank_change,off_opp_passing_first_downs_cumulative_average_rank_change,off_opp_passing_epa_cumulative_average_rank_change,off_opp_pacr_cumulative_average_rank_change,off_opp_carries_cumulative_average_rank_change,off_opp_rushing_yards_cumulative_average_rank_change,off_opp_rushing_tds_cumulative_average_rank_change,off_opp_rushing_fumbles_cumulative_average_rank_change,off_opp_rushing_fumbles_lost_cumulative_average_rank_change,off_opp_rushing_first_downs_cumulative_average_rank_change,off_opp_rushing_epa_cumulative_average_rank_change,off_opp_receiving_fumbles_cumulative_average_rank_change,off_opp_receiving_fumbles_lost_cumulative_average_rank_change,off_opp_racr_cumulative_average_rank_change,off_opp_wopr_cumulative_average_rank_change,off_opp_special_teams_tds_cumulative_average_rank_change,def_target_completions_cumulative_average_rank_change,def_target_attempts_cumulative_average_rank_change,def_target_passing_yards_cumulative_average_rank_change,def_target_passing_tds_cumulative_average_rank_change,def_target_interceptions_cumulative_average_rank_change,def_target_sacks_cumulative_average_rank_change,def_target_sack_yards_cumulative_average_rank_change,def_target_sack_fumbles_cumulative_average_rank_change,def_target_sack_fumbles_lost_cumulative_average_rank_change,def_target_passing_air_yards_cumulative_average_rank_change,def_target_passing_yards_after_catch_cumulative_average_rank_change,def_target_passing_first_downs_cumulative_average_rank_change,def_target_passing_epa_cumulative_average_rank_change,def_target_pacr_cumulative_average_rank_change,def_target_carries_cumulative_average_rank_change,def_target_rushing_yards_cumulative_average_rank_change,def_target_rushing_tds_cumulative_average_rank_change,def_target_rushing_fumbles_cumulative_average_rank_change,def_target_rushing_fumbles_lost_cumulative_average_rank_change,def_target_rushing_first_downs_cumulative_average_rank_change,def_target_rushing_epa_cumulative_average_rank_change,def_target_receiving_fumbles_cumulative_average_rank_change,def_target_receiving_fumbles_lost_cumulative_average_rank_change,def_target_racr_cumulative_average_rank_change,def_target_wopr_cumulative_average_rank_change,def_target_special_teams_tds_cumulative_average_rank_change,is_home_target
223,is_home_target,target_def_cumulative_avg_points_allowed_rank,opp_off_cumulative_avg_score_rank,opp_def_cumulative_avg_points_allowed_rank,off_target_passing_epa_cumulative_average_rank,def_target_rushing_yards_cumulative_average_rank,target_off_cumulative_avg_score_rank,off_opp_passing_epa_cumulative_average_rank,def_opp_rushing_yards_cumulative_average_rank,def_opp_passing_epa,off_opp_sack_yards_cumulative_average_rank,off_opp_sacks_cumulative_average_rank,off_opp_interceptions_cumulative_average_rank,def_opp_rushing_tds_cumulative_average_rank,off_target_sack_yards_cumulative_average_rank,off_target_passing_epa,def_target_passing_tds_cumulative_average_rank,off_opp_passing_epa,off_opp_rushing_epa_cumulative_average_rank,def_opp_passing_tds_cumulative_average_rank,off_target_rushing_fumbles_cumulative_average_rank,off_target_pacr,def_target_sack_yards,off_target_rushing_first_downs_cumulative_average_rank,def_opp_sacks_cumulative_average_rank,off_opp_passing_air_yards_cumulative_average_rank,off_target_sacks_cumulative_average_rank,def_opp_carries_cumulative_average_rank,def_opp_attempts,def_opp_sack_yards_cumulative_average_rank,off_target_interceptions_cumulative_average_rank,off_target_passing_tds_cumulative_average_rank_change,off_opp_receiving_fumbles_cumulative_average_rank,def_opp_passing_first_downs_cumulative_average_rank_change,def_target_sack_yards_cumulative_average_rank,def_opp_passing_yards_after_catch,def_target_rushing_tds_cumulative_average_rank,off_opp_passing_yards_after_catch,def_target_receiving_fumbles_cumulative_average_rank_change,def_opp_pacr_cumulative_average_rank_change,def_opp_sack_fumbles_cumulative_average_rank,def_opp_rushing_fumbles_cumulative_average_rank,def_opp_rushing_first_downs_cumulative_average_rank,def_opp_receiving_fumbles_cumulative_average_rank,def_target_carries_cumulative_average_rank,off_target_sack_fumbles_cumulative_average_rank_change,off_target_carries_cumulative_average_rank_change,def_target_receiving_fumbles_lost_cumulative_average_rank,def_opp_sacks_cumulative_average_rank_change,def_target_rushing_fumbles_cumulative_average_rank,off_opp_completions,off_opp_sack_yards,off_opp_rushing_epa,def_target_rushing_first_downs,def_target_interceptions_cumulative_average_rank,off_opp_passing_tds_cumulative_average_rank,off_opp_rushing_yards_cumulative_average_rank,off_opp_rushing_fumbles_lost_cumulative_average_rank,def_opp_interceptions_cumulative_average_rank,off_opp_rushing_first_downs_cumulative_average_rank,def_target_sack_yards_cumulative_average_rank_change,off_target_rushing_tds_cumulative_average_rank,def_opp_completions,off_target_completions_cumulative_average_rank,def_target_rushing_first_downs_cumulative_average_rank_change,off_target_passing_first_downs_cumulative_average_rank,def_target_pacr_cumulative_average_rank_change,off_target_passing_yards,off_target_rushing_epa_cumulative_average_rank,opp_off_cumulative_avg_score_rank_change,def_opp_sack_yards,target_days_since_previous_game,off_opp_rushing_first_downs_cumulative_average_rank_change,def_opp_racr_cumulative_average_rank_change,def_opp_passing_air_yards,def_opp_wopr_cumulative_average_rank_change,def_target_sacks_cumulative_average_rank_change,def_opp_special_teams_tds_cumulative_average_rank_change,def_opp_passing_yards,off_opp_passing_yards,off_opp_sacks,def_opp_passing_epa_cumulative_average_rank_change,off_opp_sack_fumbles,def_target_passing_epa_cumulative_average_rank,def_target_passing_epa,off_opp_racr,def_target_attempts,off_opp_rushing_fumbles_cumulative_average_rank,target_def_cumulative_avg_points_allowed_rank_change,off_opp_wopr_cumulative_average_rank,def_target_wopr_cumulative_average_rank_change,off_opp_passing_first_downs_cumulative_average_rank,off_opp_passing_yards_after_catch_cumulative_average_rank,def_target_completions_cumulative_average_rank,off_target_passing_tds,def_target_attempts_cumulative_average_rank,def_target_rushing_fumbles_lost_cumulative_average_rank_change,off_target_sack_yards,def_target_rushing_epa,def_target_pacr,def_opp_carries,def_target_passing_yards_after_catch,def_opp_pacr,def_opp_attempts_cumulative_average_rank,def_opp_sack_fumbles_lost_cumulative_average_rank_change,off_opp_sack_yards_cumulative_average_rank_change,off_target_receiving_fumbles_lost_cumulative_average_rank,off_target_receiving_fumbles_cumulative_average_rank,def_opp_passing_yards_after_catch_cumulative_average_rank,off_target_rushing_fumbles_lost_cumulative_average_rank,off_opp_wopr_cumulative_average_rank_change,off_target_carries_cumulative_average_rank,off_target_sack_fumbles_cumulative_average_rank,off_target_passing_tds_cumulative_average_rank,off_target_interceptions_cumulative_average_rank_change,def_target_rushing_fumbles_lost_cumulative_average_rank,off_target_passing_yards_after_catch_cumulative_average_rank_change,off_target_passing_first_downs_cumulative_average_rank_change,off_opp_passing_yards_after_catch_cumulative_average_rank_change,off_opp_sacks_cumulative_average_rank_change,off_target_rushing_fumbles_lost_cumulative_average_rank_change,def_opp_sack_yards_cumulative_average_rank_change,def_target_interceptions_cumulative_average_rank_change,def_target_rushing_epa_cumulative_average_rank,def_target_receiving_fumbles_cumulative_average_rank,off_target_attempts_cumulative_average_rank_change,off_opp_sack_fumbles_cumulative_average_rank_change,def_target_completions_cumulative_average_rank_change,def_target_special_teams_tds_cumulative_average_rank_change,off_opp_rushing_epa_cumulative_average_rank_change,off_opp_receiving_fumbles_cumulative_average_rank_change,off_opp_interceptions_cumulative_average_rank_change,off_opp_receiving_fumbles_lost_cumulative_average_rank,def_target_passing_air_yards_cumulative_average_rank_change,off_opp_rushing_fumbles_cumulative_average_rank_change,def_target_passing_epa_cumulative_average_rank_change,def_target_passing_first_downs_cumulative_average_rank,def_target_receiving_fumbles_lost_cumulative_average_rank_change,off_opp_special_teams_tds_cumulative_average_rank,def_target_passing_tds_cumulative_average_rank_change,def_target_rushing_epa_cumulative_average_rank_change,def_target_racr_cumulative_average_rank,off_opp_rushing_tds_cumulative_average_rank_change,off_opp_passing_air_yards_cumulative_average_rank_change,off_opp_rushing_yards_cumulative_average_rank_change,off_opp_pacr_cumulative_average_rank_change,def_target_passing_yards_after_catch_cumulative_average_rank,def_target_pacr_cumulative_average_rank,def_target_rushing_fumbles_cumulative_average_rank_change,def_target_sacks_cumulative_average_rank,def_target_rushing_tds_cumulative_average_rank_change,def_target_wopr_cumulative_average_rank,off_opp_attempts_cumulative_average_rank_change,def_target_sack_fumbles_lost_cumulative_average_rank,off_opp_passing_yards_cumulative_average_rank_change,def_target_rushing_yards_cumulative_average_rank_change,def_target_passing_air_yards_cumulative_average_rank,def_target_attempts_cumulative_average_rank_change,off_opp_passing_epa_cumulative_average_rank_change,season,off_opp_rushing_tds_cumulative_average_rank,def_opp_passing_first_downs,off_target_completions_cumulative_average_rank_change,def_opp_special_teams_tds_cumulative_average_rank,def_opp_racr_cumulative_average_rank,def_opp_receiving_fumbles_lost_cumulative_average_rank,def_opp_sack_fumbles_lost_cumulative_average_rank,def_opp_passing_yards_cumulative_average_rank,off_target_wopr_cumulative_average_rank,off_target_racr_cumulative_average_rank,off_target_rushing_yards_cumulative_average_rank,off_target_sack_fumbles_lost_cumulative_average_rank,off_target_attempts_cumulative_average_rank,def_opp_racr,def_opp_rushing_epa,def_opp_sack_fumbles,off_target_sack_fumbles_lost_cumulative_average_rank_change,off_target_wopr,off_target_rushing_epa,off_target_rushing_fumbles_lost,off_target_passing_first_downs,off_target_passing_yards_after_catch,off_target_passing_air_yards,off_target_sacks,off_target_interceptions,off_target_completions,opp_game_count,target_game_count,opp_def_cumulative_avg_points_allowed_rank_change,target_off_cumulative_avg_score_rank_change,off_target_sacks_cumulative_average_rank_change,off_target_passing_air_yards_cumulative_average_rank_change,off_opp_carries_cumulative_average_rank,def_opp_rushing_epa_cumulative_average_rank_change,off_opp_pacr_cumulative_average_rank,off_opp_sack_fumbles_lost_cumulative_average_rank,off_opp_sack_fumbles_cumulative_average_rank,off_opp_passing_yards_cumulative_average_rank,off_opp_attempts_cumulative_average_rank,def_target_racr,def_target_rushing_tds,def_target_rushing_yards,def_target_passing_first_downs,def_target_sacks,off_opp_rushing_fumbles_lost,off_opp_pacr,off_opp_passing_air_yards,def_opp_rushing_fumbles_lost_cumulative_average_rank_change,off_target_passing_epa_cumulative_average_rank_change,def_opp_rushing_yards_cumulative_average_rank_change,def_opp_carries_cumulative_average_rank_change,def_opp_passing_air_yards_cumulative_average_rank_change,def_opp_sack_fumbles_cumulative_average_rank_change,def_opp_passing_yards_cumulative_average_rank_change,def_opp_attempts_cumulative_average_rank_change,def_opp_completions_cumulative_average_rank_change,off_target_special_teams_tds_cumulative_average_rank_change,off_target_wopr_cumulative_average_rank_change,off_target_receiving_fumbles_lost_cumulative_average_rank_change,off_target_receiving_fumbles_cumulative_average_rank_change,off_target_rushing_first_downs_cumulative_average_rank_change,off_target_rushing_tds_cumulative_average_rank_change,def_opp_rushing_first_downs_cumulative_average_rank_change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
