feature
is_home_target
opp_def_cumulative_avg_points_allowed_rank
off_opp_passing_epa_cumulative_average_rank
off_opp_epa_per_play_competitive_cumulative_average_rank
target_def_cumulative_avg_points_allowed_rank
def_opp_rushing_yards_cumulative_average_rank
off_target_epa_per_play_competitive_cumulative_average_rank
target_off_cumulative_avg_score_rank
opp_off_cumulative_avg_score_rank
off_opp_success_rate_competitive_cumulative_average_rank
off_target_success_rate_competitive_cumulative_average_rank
def_target_rushing_yards_cumulative_average_rank
def_opp_fumble_lost_rate_garbage_trailing_cumulative_average_rank
off_target_pass_success_rate_competitive_cumulative_average_rank
def_target_run_right_end_explosive_rate_garbage_trailing_cumulative_average_rank
off_target_rush_success_rate_competitive_cumulative_average_rank
off_target_early_down_success_rate_competitive_cumulative_average_rank
off_target_interceptions_cumulative_average_rank
off_opp_early_down_success_rate_competitive_cumulative_average_rank
def_target_run_right_end_yards_per_attempt_garbage_trailing_cumulative_average_rank
off_target_sack_rate_competitive_cumulative_average_rank
off_target_third_down_conversion_rate_garbage_trailing_cumulative_average_rank
off_opp_sack_yards_cumulative_average_rank
off_opp_run_left_guard_explosive_rate_garbage_leading_cumulative_average_rank
def_target_sack_yards_cumulative_average_rank
off_target_sacks_cumulative_average_rank
off_opp_pass_success_rate_competitive_cumulative_average_rank
def_opp_pass_short_left_yards_per_attempt_garbage_trailing_cumulative_average_rank
off_target_run_left_tackle_explosive_rate_competitive_cumulative_average_rank
def_opp_run_left_tackle_yards_per_attempt_garbage_leading_cumulative_average_rank
off_opp_sacks_cumulative_average_rank
def_target_sack_rate_garbage_leading_cumulative_average_rank
